Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
3738,The Light Between Oceans,"$25,975,621","$12,545,979",48.3%,"$13,429,642",51.7,2016
3739,Howards End,"$25,968,006","$25,966,555",99.99%,"$1,451",0.01,1992
3740,White Boy Rick,"$25,957,482","$24,011,188",92.5%,"$1,946,294",7.5,2018
3742,Emma.,"$25,932,444","$10,055,355",38.78%,"$15,877,089",61.22,2020
3744,"Paul, Apostle of Christ","$25,915,966","$17,560,475",67.76%,"$8,355,491",32.24,2018
3747,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561","$9,080,818",35.07%,"$16,811,743",64.93,2015
3749,Rollerball,"$25,852,764","$18,990,798",73.46%,"$6,861,966",26.54,2002
3750,Boys and Girls,"$25,850,615","$21,799,652",84.33%,"$4,050,963",15.67,2000
3752,From Dusk Till Dawn,"$25,837,269","$25,836,616",100.0%,$653,0.0,1996
3753,The Alamo,"$25,819,961","$22,414,961",86.81%,"$3,405,000",13.19,2004
3754,Leap,"$25,818,882","$83,074",0.32%,"$25,735,808",99.68,2020
3756,Rust and Bone,"$25,807,712","$2,062,027",7.99%,"$23,745,685",92.01,2012
3758,Our Idiot Brother,"$25,804,448","$24,816,118",96.17%,"$988,330",3.83,2011
3759,Fair Game,"$25,798,915","$9,540,691",36.98%,"$16,258,224",63.02,2010
3762,"The Gangster, the Cop, the Devil","$25,775,371","$216,494",0.84%,"$25,558,877",99.16,2019
3763,The Last Dragon,"$25,755,277","$25,754,284",100.0%,$993,0.0,1985
3764,RocknRolla,"$25,742,207","$5,700,626",22.15%,"$20,041,581",77.85,2008
3765,A Beautiful Planet,"$25,730,120","$15,650,615",60.83%,"$10,079,505",39.17,2016
3766,Father Figures,"$25,701,244","$17,501,244",68.09%,"$8,200,000",31.91,2017
3769,Fireworks,"$25,672,406","$525,280",2.05%,"$25,147,126",97.95,2017
3771,Jonah: A VeggieTales Movie,"$25,615,231","$25,581,229",99.87%,"$34,002",0.13,2002
3773,Billy Madison,"$25,588,913","$25,588,734",100.0%,$179,0.0,1995
3774,"Love, Rosie","$25,574,387","$20,431",0.08%,"$25,553,956",99.92,2014
3775,Mr. Donkey,"$25,537,759","$356,255",1.4%,"$25,181,504",98.6,2016
3777,The Muppets Take Manhattan,"$25,535,432","$25,534,703",100.0%,$729,0.0,1984
3782,The Tiger and the Snow,"$25,460,023","$10,167",0.04%,"$25,449,856",99.96,2005
3783,Grindhouse,"$25,422,088","$25,037,897",98.49%,"$384,191",1.51,2007
3786,The Hitcher,"$25,399,945","$16,472,961",64.85%,"$8,926,984",35.15,2007
3787,In America,"$25,382,911","$15,539,656",61.22%,"$9,843,255",38.78,2003
3788,Leap! 2017 Re-release,"$25,376,094","$21,858,070",86.14%,"$3,518,024",13.86,2017
3789,Keys to the Heart,"$25,375,866","$75,134",0.3%,"$25,300,732",99.7,2018
3791,A Haunted House 2,"$25,358,716","$17,329,486",68.34%,"$8,029,230",31.66,2014
3792,The Woman in Red,"$25,349,388","$25,308,147",99.84%,"$41,241",0.16,1984
3795,And So It Goes,"$25,312,387","$15,160,801",59.89%,"$10,151,586",40.11,2014
3796,The Last Legion,"$25,303,038","$5,933,494",23.45%,"$19,369,544",76.55,2007
3797,Enough Said,"$25,288,872","$17,550,872",69.4%,"$7,738,000",30.6,2013
3798,Corky Romano,"$25,272,752","$23,980,304",94.89%,"$1,292,448",5.11,2001
3801,Kabhi Alvida Naa Kehna,"$25,229,168","$3,275,444",12.98%,"$21,953,724",87.02,2006
3803,North Country,"$25,211,175","$18,337,722",72.74%,"$6,873,453",27.26,2005
3806,Biutiful,"$25,147,786","$5,101,237",20.29%,"$20,046,549",79.71,2010
3809,On the Other Side of the Tracks,"$25,109,572","$9,572",0.04%,"$25,100,000",99.96,2012
3814,Born in China,"$25,081,168","$13,873,211",55.31%,"$11,207,957",44.69,2016
3815,Race,"$25,070,261","$19,206,207",76.61%,"$5,864,054",23.39,2016
3820,The Last Exorcism Part II,"$25,051,865","$15,179,302",60.59%,"$9,872,563",39.41,2013
3821,Before the Devil Knows You're Dead,"$25,037,657","$7,084,227",28.29%,"$17,953,430",71.71,2007
3822,Free State of Jones,"$25,035,950","$20,810,036",83.12%,"$4,225,914",16.88,2016
3826,Georgia Rule,"$25,000,167","$19,103,072",76.41%,"$5,897,095",23.59,2007
3827,Whiskey Tango Foxtrot,"$24,972,139","$23,083,334",92.44%,"$1,888,805",7.56,2016
3828,A Single Man,"$24,964,890","$9,176,000",36.76%,"$15,788,890",63.24,2009
3829,Booksmart,"$24,959,607","$22,680,962",90.87%,"$2,278,645",9.13,2019
3830,The Way Home,"$24,952,738","$445,367",1.78%,"$24,507,371",98.22,2002
3831,Invasion of the Body Snatchers,"$24,947,762","$24,946,533",100.0%,"$1,229",0.0,1978
3832,Housefull 2,"$24,922,847","$1,791,780",7.19%,"$23,131,067",92.81,2012
3833,Seed of Chucky,"$24,829,644","$17,083,732",68.8%,"$7,745,912",31.2,2004
3834,The Craft,"$24,823,851","$24,819,936",99.98%,"$3,915",0.02,1996
3836,Wild City,"$24,817,852","$34,866",0.14%,"$24,782,986",99.86,2015
3837,Sarah's Key,"$24,792,815","$7,693,187",31.03%,"$17,099,628",68.97,2010
3839,"Sex, Lies, and Videotape","$24,742,089","$24,741,667",100.0%,$422,0.0,1989
3842,Big Miracle,"$24,719,215","$20,157,300",81.55%,"$4,561,915",18.45,2012
3843,Bride & Prejudice,"$24,716,440","$6,605,592",26.73%,"$18,110,848",73.27,2004
3845,Super 30,"$24,701,637","$2,269,878",9.19%,"$22,431,759",90.81,2019
3846,The Shipping News,"$24,690,441","$11,434,216",46.31%,"$13,256,225",53.69,2001
3848,Drug War,"$24,676,341","$128,195",0.52%,"$24,548,146",99.48,2013
3850,Punch-Drunk Love,"$24,665,649","$17,844,216",72.34%,"$6,821,433",27.66,2002
3851,Ready,"$24,663,361","$955,148",3.87%,"$23,708,213",96.13,2011
3854,The Death of Stalin,"$24,646,055","$8,047,856",32.65%,"$16,598,199",67.35,2017
3855,Sparkle,"$24,637,800","$24,397,469",99.02%,"$240,331",0.98,2012
3856,The Players,"$24,629,152","$10,854",0.04%,"$24,618,298",99.96,2012
3857,Fargo,"$24,613,816","$24,611,975",99.99%,"$1,841",0.01,1996
3858,The Great Beauty,"$24,582,838","$2,852,400",11.6%,"$21,730,438",88.4,2013
3859,Joe Somebody,"$24,516,772","$22,771,646",92.88%,"$1,745,126",7.12,2001
3860,The Corruptor,"$24,493,601","$15,164,492",61.91%,"$9,329,109",38.09,1999
3861,God's Not Dead 2,"$24,487,848","$20,774,575",84.84%,"$3,713,273",15.16,2016
3862,The Tale of The Princess Kaguya,"$24,479,719","$703,232",2.87%,"$23,776,487",97.13,2013
3864,Skyfire,"$24,444,590","$1,105",0.0%,"$24,443,485",100.0,2019
3866,Stan & Ollie,"$24,420,923","$5,470,235",22.4%,"$18,950,688",77.6,2018
3867,Down to You,"$24,419,914","$20,069,008",82.18%,"$4,350,906",17.82,2000
3868,The Next Best Thing,"$24,362,772","$14,990,582",61.53%,"$9,372,190",38.47,2000
3871,Nowhere in Africa,"$24,322,180","$6,180,200",25.41%,"$18,141,980",74.59,2001
3875,Trance,"$24,261,569","$2,328,743",9.6%,"$21,932,826",90.4,2013
3876,The Accidental Detective 2: In Action,"$24,243,825","$179,045",0.74%,"$24,064,780",99.26,2018
3877,Jolly LLB 2,"$24,214,186","$1,654,254",6.83%,"$22,559,932",93.17,2017
3879,The Railway Man,"$24,174,885","$4,438,438",18.36%,"$19,736,447",81.64,2013
3880,The Way Back,"$24,172,201","$2,701,859",11.18%,"$21,470,342",88.82,2010
3883,The Guru,"$24,128,852","$3,095,506",12.83%,"$21,033,346",87.17,2002
3884,The Founder,"$24,121,245","$12,786,053",53.01%,"$11,335,192",46.99,2016
3885,Guru,"$24,108,727","$2,096,000",8.69%,"$22,012,727",91.31,2007
3888,Bad Santa 2,"$24,079,268","$17,782,178",73.85%,"$6,297,090",26.15,2016
3890,Alien Adventure,"$24,074,680","$8,959,784",37.22%,"$15,114,896",62.78,1999
3892,Kung Fu Jungle,"$24,070,765","$129,784",0.54%,"$23,940,981",99.46,2014
3894,The Father,"$24,048,935","$2,122,771",8.83%,"$21,926,164",91.17,2020
3896,I Can Speak,"$24,024,444","$63,239",0.26%,"$23,961,205",99.74,2017
3897,Partner,"$23,968,620","$1,062,840",4.43%,"$22,905,780",95.57,2007
3898,School for Scoundrels,"$23,947,685","$17,807,569",74.36%,"$6,140,116",25.64,2006
3899,Stormbreaker,"$23,937,870","$677,646",2.83%,"$23,260,224",97.17,2006
3900,Harold & Kumar Go to White Castle,"$23,936,908","$18,250,550",76.24%,"$5,686,358",23.76,2004
3901,25th Hour,"$23,928,503","$13,084,595",54.68%,"$10,843,908",45.32,2002
3902,Birth,"$23,925,492","$5,095,038",21.3%,"$18,830,454",78.7,2004
3904,Mao's Last Dancer,"$23,914,731","$4,817,770",20.15%,"$19,096,961",79.85,2009
3905,Life as a House,"$23,903,791","$15,667,270",65.54%,"$8,236,521",34.46,2001
3906,American History X,"$23,875,127","$6,719,864",28.15%,"$17,155,263",71.85,1998
3908,Spirits' Homecoming,"$23,857,217","$125,616",0.53%,"$23,731,601",99.47,2016
3909,Silence,"$23,834,809","$7,100,177",29.79%,"$16,734,632",70.21,2016
3910,Weird Science,"$23,834,412","$23,834,048",100.0%,$364,0.0,1985
3911,Lady Vengeance,"$23,834,149","$211,667",0.89%,"$23,622,482",99.11,2005
3912,Eight Crazy Nights,"$23,833,131","$23,586,598",98.97%,"$246,533",1.03,2002
3913,Wanderlust,"$23,812,816","$17,450,535",73.28%,"$6,362,281",26.72,2012
3914,Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671",95.66%,"$1,030,834",4.34,2003
3915,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",3.32%,"$22,951,618",96.68,2018
3916,Russian Dolls,"$23,727,301","$326,095",1.37%,"$23,401,206",98.63,2005
3917,In the Cut,"$23,726,793","$4,750,602",20.02%,"$18,976,191",79.98,2003
3920,The Peanut Butter Falcon,"$23,712,097","$20,457,158",86.27%,"$3,254,939",13.73,2019
3921,To the Arctic 3D,"$23,695,388","$14,560,838",61.45%,"$9,134,550",38.55,2012
3926,Anywhere But Here,"$23,631,929","$18,670,401",79.0%,"$4,961,528",21.0,1999
3927,The Glass House,"$23,619,609","$18,150,259",76.84%,"$5,469,350",23.16,2001
3931,Hustle & Flow,"$23,563,727","$22,202,809",94.22%,"$1,360,918",5.78,2005
3934,No Manches Frida,"$23,540,937","$11,528,613",48.97%,"$12,012,324",51.03,2016
3935,Biker Boyz,"$23,510,621","$22,076,772",93.9%,"$1,433,849",6.1,2003
3938,Wish Upon,"$23,468,586","$14,301,505",60.94%,"$9,167,081",39.06,2017
3941,Tomcats,"$23,430,766","$13,558,739",57.87%,"$9,872,027",42.13,2001
3942,Kingdom Come,"$23,396,049","$23,249,649",99.37%,"$146,400",0.63,2001
3946,Antwone Fisher,"$23,367,586","$21,078,145",90.2%,"$2,289,441",9.8,2002
3947,Detroit,"$23,355,100","$16,790,139",71.89%,"$6,564,961",28.11,2017
3949,Raging Bull,"$23,335,868","$23,334,953",100.0%,$915,0.0,1980
3950,Paris,"$23,328,518","$1,010,194",4.33%,"$22,318,324",95.67,2008
3951,Middle School: The Worst Years of My Life,"$23,316,139","$20,007,149",85.81%,"$3,308,990",14.19,2016
